log_fromip,country,province,city,mi,log_servicetype,isblock,pv
139.214.252.20,中国,吉林省,吉林市,20150623 23:59,/ws/valueadded/deepinfo/search/,,1
112.97.38.6,中国,广东省,深圳市,20150624 00:00,/ws/transfer/aps/locate/,,50
14.30.27.132,中国,广东省,广州市,20150624 00:00,/ws/transfer/aps/locate/,,60
14.16.184.115,中国,广东省,广州市,20150624 00:00,/ws/transfer/traffic/radar/,,1
101.90.252.164,中国,上海市,上海市,20150624 00:00,/ws/transfer/traffic/radar/,,2
112.97.30.159,中国,广东省,深圳市,20150624 00:00,/ws/mapapi/geo/reversecode/,,15
61.148.242.249,中国,北京市,北京市,20150624 00:00,/ws/transfer/traffic/radar/,,2
36.106.34.54,中国,天津市,天津市,20150624 00:00,/ws/transfer/aps/locate/,,2
182.144.201.178,中国,四川省,成都市,20150624 00:00,/ws/transfer/traffic/radar/,,1
139.214.252.20,中国,吉林省,吉林市,20150624 00:00,/ws/mapapi/navigation/auto/,,1
182.144.201.178,中国,四川省,成都市,20150624 00:00,/ws/mapapi/geo/reversecode/,,20
112.97.30.159,中国,广东省,深圳市,20150624 00:00,/ws/transfer/traffic/radar/,,1
139.214.252.20,中国,吉林省,吉林市,20150624 00:00,/ws/mapapi/poi/bus/,,1
101.90.252.164,中国,上海市,上海市,20150624 00:00,/ws/mapapi/geo/reversecode/,,34
211.138.116.35,中国,浙江省,杭州市,20150624 00:00,/ws/transfer/traffic/radar/,,1
14.16.184.115,中国,广东省,广州市,20150624 00:01,/ws/transfer/traffic/radar/,,1
112.97.38.6,中国,广东省,深圳市,20150624 00:01,/ws/transfer/aps/locate/,,60
14.30.27.132,中国,广东省,广州市,20150624 00:01,/ws/transfer/aps/locate/,,60
101.90.252.164,中国,上海市,上海市,20150624 00:01,/ws/transfer/traffic/radar/,,1
61.148.242.249,中国,北京市,北京市,20150624 00:01,/ws/transfer/traffic/radar/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:01,/ws/mapapi/geo/reversecode/,,21
36.106.34.54,中国,天津市,天津市,20150624 00:01,/ws/transfer/aps/locate/,,2
182.144.201.178,中国,四川省,成都市,20150624 00:01,/ws/mapapi/geo/reversecode/,,25
182.144.201.178,中国,四川省,成都市,20150624 00:01,/ws/transfer/traffic/radar/,,1
139.214.252.20,中国,吉林省,吉林市,20150624 00:01,/ws/mapapi/navigation/auto/,,1
211.138.116.35,中国,浙江省,杭州市,20150624 00:01,/ws/transfer/traffic/radar/,,1
182.144.201.178,中国,四川省,成都市,20150624 00:01,/ws/transfer/aps/locate/,,2
112.97.30.159,中国,广东省,深圳市,20150624 00:01,/ws/transfer/traffic/radar/,,1
101.90.252.164,中国,上海市,上海市,20150624 00:01,/ws/mapapi/geo/reversecode/,,36
14.16.184.115,中国,广东省,广州市,20150624 00:02,/ws/transfer/traffic/radar/,,1
112.97.38.6,中国,广东省,深圳市,20150624 00:02,/ws/transfer/aps/locate/,,61
61.148.242.249,中国,北京市,北京市,20150624 00:02,/ws/transfer/traffic/radar/,,1
113.88.176.93,中国,广东省,深圳市,20150624 00:02,/ws/transfer/aps/locate/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:02,/ws/mapapi/geo/reversecode/,,21
101.90.252.164,中国,上海市,上海市,20150624 00:02,/ws/transfer/traffic/radar/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:02,/ws/transfer/traffic/radar/,,1
14.30.27.132,中国,广东省,广州市,20150624 00:02,/ws/transfer/aps/locate/,,58
182.144.201.178,中国,四川省,成都市,20150624 00:02,/ws/transfer/traffic/radar/,,1
36.106.34.54,中国,天津市,天津市,20150624 00:02,/ws/transfer/aps/locate/,,2
101.90.252.164,中国,上海市,上海市,20150624 00:02,/ws/mapapi/geo/reversecode/,,28
211.138.116.35,中国,浙江省,杭州市,20150624 00:02,/ws/transfer/traffic/radar/,,1
182.144.201.178,中国,四川省,成都市,20150624 00:02,/ws/mapapi/geo/reversecode/,,15
112.97.38.6,中国,广东省,深圳市,20150624 00:03,/ws/transfer/aps/locate/,,57
61.148.242.249,中国,北京市,北京市,20150624 00:03,/ws/transfer/traffic/radar/,,1
36.106.34.54,中国,天津市,天津市,20150624 00:03,/ws/transfer/aps/locate/,,3
14.30.27.132,中国,广东省,广州市,20150624 00:03,/ws/transfer/aps/locate/,,56
14.16.184.115,中国,广东省,广州市,20150624 00:03,/ws/transfer/traffic/radar/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:03,/ws/transfer/traffic/radar/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:03,/ws/mapapi/geo/reversecode/,,26
61.148.242.249,中国,北京市,北京市,20150624 00:03,/ws/mapapi/poi/recommend/,,1
182.144.201.178,中国,四川省,成都市,20150624 00:03,/ws/transfer/traffic/radar/,,1
112.97.38.6,中国,广东省,深圳市,20150624 00:03,/ws/transfer/traffic/radar/,,1
182.144.201.178,中国,四川省,成都市,20150624 00:03,/ws/mapapi/geo/reversecode/,,20
101.90.252.164,中国,上海市,上海市,20150624 00:03,/ws/transfer/traffic/radar/,,1
211.138.116.35,中国,浙江省,杭州市,20150624 00:03,/ws/transfer/traffic/radar/,,1
101.90.252.164,中国,上海市,上海市,20150624 00:03,/ws/mapapi/geo/reversecode/,,36
112.97.38.6,中国,广东省,深圳市,20150624 00:04,/ws/transfer/aps/locate/,,46
61.148.242.249,中国,北京市,北京市,20150624 00:04,/ws/transfer/traffic/radar/,,1
101.90.126.86,中国,上海市,上海市,20150624 00:04,/ws/transfer/aps/locate/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:04,/ws/transfer/traffic/radar/,,1
182.144.201.178,中国,四川省,成都市,20150624 00:04,/ws/mapapi/geo/reversecode/,,20
36.106.34.54,中国,天津市,天津市,20150624 00:04,/ws/transfer/aps/locate/,,3
14.16.184.115,中国,广东省,广州市,20150624 00:04,/ws/transfer/traffic/radar/,,1
182.144.201.178,中国,四川省,成都市,20150624 00:04,/ws/transfer/traffic/radar/,,1
14.30.27.132,中国,广东省,广州市,20150624 00:04,/ws/transfer/aps/locate/,,60
101.90.252.164,中国,上海市,上海市,20150624 00:04,/ws/transfer/traffic/radar/,,1
101.90.252.164,中国,上海市,上海市,20150624 00:04,/ws/mapapi/geo/reversecode/,,13
101.90.126.86,中国,上海市,上海市,20150624 00:04,/ws/mapapi/geo/reversecode/,,26
112.97.30.159,中国,广东省,深圳市,20150624 00:04,/ws/mapapi/geo/reversecode/,,19
101.90.126.86,中国,上海市,上海市,20150624 00:04,/ws/transfer/traffic/radar/,,1
211.138.116.35,中国,浙江省,杭州市,20150624 00:04,/ws/transfer/traffic/radar/,,2
111.177.75.235,中国,湖北省,襄樊市,20150624 00:05,/ws/transfer/aps/locate/,,1
36.106.34.54,中国,天津市,天津市,20150624 00:05,/ws/transfer/aps/locate/,,2
112.97.30.159,中国,广东省,深圳市,20150624 00:05,/ws/transfer/traffic/radar/,,2
182.144.201.178,中国,四川省,成都市,20150624 00:05,/ws/mapapi/geo/reversecode/,,20
112.97.30.159,中国,广东省,深圳市,20150624 00:05,/ws/mapapi/geo/reversecode/,,30
112.97.38.6,中国,广东省,深圳市,20150624 00:05,/ws/transfer/aps/locate/,,51
112.96.170.150,中国,广东省,广州市,20150624 00:05,/ws/transfer/aps/locate/,,1
112.96.170.150,中国,广东省,广州市,20150624 00:05,/ws/transfer/traffic/radar/,,1
101.90.126.86,中国,上海市,上海市,20150624 00:05,/ws/mapapi/geo/reversecode/,,104
101.90.252.164,中国,上海市,上海市,20150624 00:05,/ws/mapapi/geo/reversecode/,,18
14.16.184.115,中国,广东省,广州市,20150624 00:05,/ws/transfer/traffic/radar/,,1
61.148.242.249,中国,北京市,北京市,20150624 00:05,/ws/valueadded/deepinfo/search/,,1
182.144.201.178,中国,四川省,成都市,20150624 00:05,/ws/transfer/traffic/radar/,,1
101.90.126.86,中国,上海市,上海市,20150624 00:05,/ws/transfer/traffic/radar/,,1
101.90.252.164,中国,上海市,上海市,20150624 00:05,/ws/transfer/traffic/radar/,,1
14.30.27.132,中国,广东省,广州市,20150624 00:05,/ws/transfer/aps/locate/,,59
61.148.242.249,中国,北京市,北京市,20150624 00:05,/ws/mapapi/geo/reversecode/,,1
211.138.116.35,中国,浙江省,杭州市,20150624 00:05,/ws/transfer/traffic/radar/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:06,/ws/transfer/traffic/radar/,,1
36.106.34.54,中国,天津市,天津市,20150624 00:06,/ws/transfer/aps/locate/,,2
182.144.201.178,中国,四川省,成都市,20150624 00:06,/ws/mapapi/geo/reversecode/,,20
112.97.38.6,中国,广东省,深圳市,20150624 00:06,/ws/transfer/aps/locate/,,57
101.90.252.164,中国,上海市,上海市,20150624 00:06,/ws/mapapi/geo/reversecode/,,18
14.16.184.115,中国,广东省,广州市,20150624 00:06,/ws/transfer/traffic/radar/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:06,/ws/transfer/navigation/auto/,,1
101.90.126.86,中国,上海市,上海市,20150624 00:06,/ws/transfer/traffic/radar/,,1
101.90.252.164,中国,上海市,上海市,20150624 00:06,/ws/transfer/traffic/radar/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:06,/ws/mapapi/geo/reversecode/,,29
101.90.252.164,中国,上海市,上海市,20150624 00:06,/ws/transfer/navigation/auto/,,1
182.144.201.178,中国,四川省,成都市,20150624 00:06,/ws/transfer/traffic/radar/,,1
14.30.27.132,中国,广东省,广州市,20150624 00:06,/ws/transfer/aps/locate/,,60
101.90.126.86,中国,上海市,上海市,20150624 00:06,/ws/mapapi/geo/reversecode/,,87
211.138.116.35,中国,浙江省,杭州市,20150624 00:06,/ws/transfer/traffic/radar/,,1
61.148.242.249,中国,北京市,北京市,20150624 00:07,/ws/transfer/traffic/radar/,,1
182.144.201.178,中国,四川省,成都市,20150624 00:07,/ws/mapapi/geo/reversecode/,,15
36.106.34.54,中国,天津市,天津市,20150624 00:07,/ws/transfer/aps/locate/,,2
61.148.242.249,中国,北京市,北京市,20150624 00:07,/ws/transfer/navigation/auto/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:07,/ws/transfer/traffic/radar/,,2
139.214.252.20,中国,吉林省,吉林市,20150624 00:07,/ws/transfer/aps/locate/,,1
61.148.242.249,中国,北京市,北京市,20150624 00:07,/ws/mapapi/geo/reversecode/,,2
101.90.126.86,中国,上海市,上海市,20150624 00:07,/ws/transfer/navigation/auto/,,1
101.90.252.164,中国,上海市,上海市,20150624 00:07,/ws/transfer/navigation/auto/,,1
101.90.252.164,中国,上海市,上海市,20150624 00:07,/ws/mapapi/geo/reversecode/,,27
101.90.126.86,中国,上海市,上海市,20150624 00:07,/ws/mapapi/poi/recommend/,,1
139.214.252.20,中国,吉林省,吉林市,20150624 00:07,/ws/transfer/auth/clusterservice/messagehandle/,,8
182.144.201.178,中国,四川省,成都市,20150624 00:07,/ws/transfer/traffic/radar/,,1
101.90.252.164,中国,上海市,上海市,20150624 00:07,/ws/transfer/traffic/radar/,,1
112.97.38.6,中国,广东省,深圳市,20150624 00:07,/ws/transfer/aps/locate/,,56
211.138.116.35,中国,浙江省,杭州市,20150624 00:07,/ws/transfer/traffic/radar/,,1
101.90.126.86,中国,上海市,上海市,20150624 00:07,/ws/mapapi/poi/infolite/,,1
101.90.126.86,中国,上海市,上海市,20150624 00:07,/ws/mapapi/poidetail/mps/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:07,/ws/mapapi/geo/reversecode/,,28
101.90.126.86,中国,上海市,上海市,20150624 00:07,/ws/mapapi/geo/reversecode/,,95
139.214.252.20,中国,吉林省,吉林市,20150624 00:07,/ws/transfer/traffic/radar/,,1
14.30.27.132,中国,广东省,广州市,20150624 00:07,/ws/transfer/aps/locate/,,59
101.90.126.86,中国,上海市,上海市,20150624 00:07,/ws/transfer/traffic/radar/,,1
36.106.34.54,中国,天津市,天津市,20150624 00:08,/ws/transfer/aps/locate/,,2
112.97.30.159,中国,广东省,深圳市,20150624 00:08,/ws/transfer/traffic/radar/,,2
101.90.126.86,中国,上海市,上海市,20150624 00:08,/ws/mapapi/navigation/auto/,,3
61.148.242.249,中国,北京市,北京市,20150624 00:08,/ws/transfer/traffic/radar/,,2
112.97.30.159,中国,广东省,深圳市,20150624 00:08,/ws/transfer/navigation/auto/,,1
182.144.201.178,中国,四川省,成都市,20150624 00:08,/ws/mapapi/geo/reversecode/,,20
101.90.126.86,中国,上海市,上海市,20150624 00:08,/ws/mapapi/poi/recommend/,,2
14.30.27.132,中国,广东省,广州市,20150624 00:08,/ws/transfer/aps/locate/,,59
101.90.252.164,中国,上海市,上海市,20150624 00:08,/ws/mapapi/geo/reversecode/,,18
14.16.184.115,中国,广东省,广州市,20150624 00:08,/ws/transfer/traffic/radar/,,1
211.138.116.35,中国,浙江省,杭州市,20150624 00:08,/ws/transfer/traffic/radar/,,1
112.97.38.6,中国,广东省,深圳市,20150624 00:08,/ws/transfer/aps/locate/,,60
182.144.201.178,中国,四川省,成都市,20150624 00:08,/ws/transfer/traffic/radar/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:08,/ws/mapapi/geo/reversecode/,,31
101.90.252.164,中国,上海市,上海市,20150624 00:08,/ws/transfer/traffic/radar/,,1
101.90.126.86,中国,上海市,上海市,20150624 00:08,/ws/transfer/traffic/radar/,,1
101.90.126.86,中国,上海市,上海市,20150624 00:08,/ws/mapapi/geo/reversecode/,,108
101.90.252.164,中国,上海市,上海市,20150624 00:08,/ws/mapapi/poi/recommend/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:09,/ws/transfer/traffic/radar/,,1
36.106.34.54,中国,天津市,天津市,20150624 00:09,/ws/transfer/aps/locate/,,3
61.148.242.249,中国,北京市,北京市,20150624 00:09,/ws/transfer/traffic/radar/,,1
139.214.252.20,中国,吉林省,吉林市,20150624 00:09,/ws/transfer/aps/locate/,,1
182.144.201.178,中国,四川省,成都市,20150624 00:09,/ws/mapapi/geo/reversecode/,,20
101.90.126.86,中国,上海市,上海市,20150624 00:09,/ws/transfer/traffic/radar/,,2
101.90.252.164,中国,上海市,上海市,20150624 00:09,/ws/transfer/traffic/radar/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:09,/ws/mapapi/geo/reversecode/,,22
14.30.27.132,中国,广东省,广州市,20150624 00:09,/ws/transfer/aps/locate/,,60
211.138.116.35,中国,浙江省,杭州市,20150624 00:09,/ws/transfer/traffic/radar/,,2
101.90.252.164,中国,上海市,上海市,20150624 00:09,/ws/transfer/navigation/auto/,,1
182.144.201.178,中国,四川省,成都市,20150624 00:09,/ws/mapapi/poidetail/mps/,,1
112.97.38.6,中国,广东省,深圳市,20150624 00:09,/ws/transfer/aps/locate/,,60
14.16.184.115,中国,广东省,广州市,20150624 00:09,/ws/transfer/traffic/radar/,,1
182.144.201.178,中国,四川省,成都市,20150624 00:09,/ws/transfer/traffic/radar/,,1
139.214.252.20,中国,吉林省,吉林市,20150624 00:09,/ws/transfer/traffic/radar/,,1
101.90.252.164,中国,上海市,上海市,20150624 00:09,/ws/mapapi/geo/reversecode/,,36
101.90.126.86,中国,上海市,上海市,20150624 00:09,/ws/mapapi/geo/reversecode/,,93
101.90.126.86,中国,上海市,上海市,20150624 00:10,/ws/transfer/traffic/radar/,,1
14.30.27.132,中国,广东省,广州市,20150624 00:10,/ws/transfer/aps/locate/,,60
182.144.201.178,中国,四川省,成都市,20150624 00:10,/ws/transfer/traffic/radar/,,1
61.148.242.249,中国,北京市,北京市,20150624 00:10,/ws/transfer/traffic/radar/,,2
211.138.116.35,中国,浙江省,杭州市,20150624 00:10,/ws/mapapi/geo/reversecode/,,2
101.90.252.164,中国,上海市,上海市,20150624 00:10,/ws/mapapi/geo/reversecode/,,36
211.138.116.35,中国,浙江省,杭州市,20150624 00:10,/ws/transfer/navigation/auto/,,1
124.239.163.140,中国,河北省,保定市,20150624 00:10,/ws/transfer/aps/locate/,,1
101.90.252.164,中国,上海市,上海市,20150624 00:10,/ws/transfer/traffic/radar/,,1
36.106.34.54,中国,天津市,天津市,20150624 00:10,/ws/transfer/aps/locate/,,1
112.97.38.6,中国,广东省,深圳市,20150624 00:10,/ws/transfer/aps/locate/,,60
182.144.201.178,中国,四川省,成都市,20150624 00:10,/ws/mapapi/geo/reversecode/,,20
101.90.126.86,中国,上海市,上海市,20150624 00:10,/ws/transfer/aps/locate/,,1
139.214.252.20,中国,吉林省,吉林市,20150624 00:10,/ws/mapapi/poi/infolite/,,1
101.90.126.86,中国,上海市,上海市,20150624 00:10,/ws/mapapi/geo/reversecode/,,98
211.138.116.35,中国,浙江省,杭州市,20150624 00:10,/ws/mapapi/poi/infolite/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:10,/ws/mapapi/geo/reversecode/,,21
211.138.116.35,中国,浙江省,杭州市,20150624 00:10,/ws/transfer/traffic/radar/,,4
113.126.218.245,中国,山东省,济南市,20150624 00:11,/ws/transfer/aps/locate/,,8
101.90.126.86,中国,上海市,上海市,20150624 00:11,/ws/mapapi/poi/infolite/,,1
101.90.252.164,中国,上海市,上海市,20150624 00:11,/ws/mapapi/geo/reversecode/,,36
182.144.201.178,中国,四川省,成都市,20150624 00:11,/ws/transfer/traffic/radar/,,1
61.148.242.249,中国,北京市,北京市,20150624 00:11,/ws/transfer/traffic/radar/,,1
14.30.27.132,中国,广东省,广州市,20150624 00:11,/ws/transfer/aps/locate/,,59
101.90.126.86,中国,上海市,上海市,20150624 00:11,/ws/transfer/traffic/radar/,,1
14.16.184.115,中国,广东省,广州市,20150624 00:11,/ws/transfer/traffic/radar/,,1
182.144.201.178,中国,四川省,成都市,20150624 00:11,/ws/mapapi/geo/reversecode/,,19
112.97.30.159,中国,广东省,深圳市,20150624 00:11,/ws/transfer/traffic/radar/,,3
101.90.126.86,中国,上海市,上海市,20150624 00:11,/ws/transfer/navigation/auto/,,1
139.214.252.20,中国,吉林省,吉林市,20150624 00:11,/ws/mapapi/poi/infolite/,,1
101.90.126.86,中国,上海市,上海市,20150624 00:11,/ws/mapapi/geo/reversecode/,,89
101.90.252.164,中国,上海市,上海市,20150624 00:11,/ws/transfer/traffic/radar/,,1
36.106.34.54,中国,天津市,天津市,20150624 00:11,/ws/transfer/aps/locate/,,2
113.126.218.245,中国,山东省,济南市,20150624 00:11,/ws/transfer/traffic/radar/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:11,/ws/mapapi/geo/reversecode/,,25
113.126.218.245,中国,山东省,济南市,20150624 00:11,/ws/transfer/auth/clusterservice/messagehandle/,,10
101.90.126.86,中国,上海市,上海市,20150624 00:11,/ws/mapapi/poidetail/mps/,,1
211.138.116.35,中国,浙江省,杭州市,20150624 00:11,/ws/transfer/traffic/radar/,,2
113.126.218.245,中国,山东省,济南市,20150624 00:12,/ws/transfer/aps/locate/,,39
61.148.242.249,中国,北京市,北京市,20150624 00:12,/ws/transfer/traffic/radar/,,1
101.90.252.164,中国,上海市,上海市,20150624 00:12,/ws/mapapi/geo/reversecode/,,39
182.144.201.178,中国,四川省,成都市,20150624 00:12,/ws/transfer/traffic/radar/,,1
113.57.244.211,中国,湖北省,武汉市,20150624 00:12,/ws/mapapi/poi/recommend/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:12,/ws/transfer/traffic/radar/,,1
101.90.126.86,中国,上海市,上海市,20150624 00:12,/ws/transfer/traffic/radar/,,2
36.106.34.54,中国,天津市,天津市,20150624 00:12,/ws/transfer/aps/locate/,,3
211.138.116.35,中国,浙江省,杭州市,20150624 00:12,/ws/transfer/traffic/radar/,,2
101.90.252.164,中国,上海市,上海市,20150624 00:12,/ws/transfer/traffic/radar/,,2
139.214.252.20,中国,吉林省,吉林市,20150624 00:12,/ws/mapapi/poi/infolite/,,2
101.90.126.86,中国,上海市,上海市,20150624 00:12,/ws/transfer/navigation/auto/,,1
139.214.252.20,中国,吉林省,吉林市,20150624 00:12,/ws/transfer/auth/clusterservice/messagehandle/,,3
182.144.201.178,中国,四川省,成都市,20150624 00:12,/ws/mapapi/geo/reversecode/,,19
112.97.30.159,中国,广东省,深圳市,20150624 00:12,/ws/mapapi/geo/reversecode/,,35
14.16.184.115,中国,广东省,广州市,20150624 00:12,/ws/transfer/traffic/radar/,,1
113.57.244.211,中国,湖北省,武汉市,20150624 00:12,/ws/transfer/aps/locate/,,1
14.30.27.132,中国,广东省,广州市,20150624 00:12,/ws/transfer/aps/locate/,,60
139.214.252.20,中国,吉林省,吉林市,20150624 00:12,/ws/transfer/aps/locate/,,2
113.57.244.211,中国,湖北省,武汉市,20150624 00:12,/ws/mapapi/navigation/auto/,,2
113.57.244.211,中国,湖北省,武汉市,20150624 00:12,/ws/transfer/traffic/radar/,,1
101.90.126.86,中国,上海市,上海市,20150624 00:12,/ws/mapapi/geo/reversecode/,,100
113.126.218.245,中国,山东省,济南市,20150624 00:12,/ws/transfer/auth/clusterservice/messagehandle/,,9
101.90.252.164,中国,上海市,上海市,20150624 00:13,/ws/mapapi/geo/reversecode/,,34
113.126.218.245,中国,山东省,济南市,20150624 00:13,/ws/transfer/aps/locate/,,40
61.148.242.249,中国,北京市,北京市,20150624 00:13,/ws/transfer/traffic/radar/,,2
182.144.201.178,中国,四川省,成都市,20150624 00:13,/ws/transfer/traffic/radar/,,1
113.126.218.245,中国,山东省,济南市,20150624 00:13,/ws/transfer/navigation/auto/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:13,/ws/transfer/traffic/radar/,,1
101.90.252.164,中国,上海市,上海市,20150624 00:13,/ws/transfer/traffic/radar/,,1
113.126.218.245,中国,山东省,济南市,20150624 00:13,/ws/mapapi/poidetail/mps/,,1
211.138.116.35,中国,浙江省,杭州市,20150624 00:13,/ws/transfer/traffic/radar/,,4
14.30.27.132,中国,广东省,广州市,20150624 00:13,/ws/transfer/aps/locate/,,60
182.144.201.178,中国,四川省,成都市,20150624 00:13,/ws/mapapi/geo/reversecode/,,19
113.57.244.211,中国,湖北省,武汉市,20150624 00:13,/ws/transfer/aps/locate/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:13,/ws/mapapi/geo/reversecode/,,20
101.90.126.86,中国,上海市,上海市,20150624 00:13,/ws/transfer/traffic/radar/,,1
36.106.34.54,中国,天津市,天津市,20150624 00:13,/ws/transfer/aps/locate/,,3
139.214.252.20,中国,吉林省,吉林市,20150624 00:13,/ws/mapapi/poi/infolite/,,2
61.148.242.249,中国,北京市,北京市,20150624 00:13,/ws/mapapi/poi/recommend/,,1
139.214.252.20,中国,吉林省,吉林市,20150624 00:13,/ws/transfer/aps/locate/,,1
139.214.252.20,中国,吉林省,吉林市,20150624 00:13,/ws/transfer/auth/clusterservice/messagehandle/,,7
101.90.126.86,中国,上海市,上海市,20150624 00:13,/ws/mapapi/geo/reversecode/,,101
139.214.252.20,中国,吉林省,吉林市,20150624 00:13,/ws/transfer/traffic/radar/,,1
61.148.242.249,中国,北京市,北京市,20150624 00:14,/ws/transfer/traffic/radar/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:14,/ws/transfer/traffic/radar/,,1
139.214.252.20,中国,吉林省,吉林市,20150624 00:14,/ws/mapapi/poidetail/mps/,,1
182.144.201.178,中国,四川省,成都市,20150624 00:14,/ws/transfer/traffic/radar/,,1
113.126.218.245,中国,山东省,济南市,20150624 00:14,/ws/transfer/aps/locate/,,30
211.138.116.35,中国,浙江省,杭州市,20150624 00:14,/ws/transfer/traffic/radar/,,2
182.144.201.178,中国,四川省,成都市,20150624 00:14,/ws/mapapi/geo/reversecode/,,21
112.97.30.159,中国,广东省,深圳市,20150624 00:14,/ws/mapapi/geo/reversecode/,,20
139.214.252.20,中国,吉林省,吉林市,20150624 00:14,/ws/mapapi/poi/infolite/,,1
101.90.126.86,中国,上海市,上海市,20150624 00:14,/ws/transfer/traffic/radar/,,1
106.87.171.107,中国,重庆市,重庆市,20150624 00:14,/ws/transfer/aps/locate/,,1
139.214.252.20,中国,吉林省,吉林市,20150624 00:14,/ws/mapapi/geo/reversecode/,,1
14.30.27.132,中国,广东省,广州市,20150624 00:14,/ws/transfer/aps/locate/,,60
182.144.201.178,中国,四川省,成都市,20150624 00:14,/ws/transfer/aps/locate/,,1
36.106.34.54,中国,天津市,天津市,20150624 00:14,/ws/transfer/aps/locate/,,1
113.126.218.245,中国,山东省,济南市,20150624 00:14,/ws/transfer/traffic/radar/,,1
14.16.184.115,中国,广东省,广州市,20150624 00:14,/ws/transfer/traffic/radar/,,1
101.90.126.86,中国,上海市,上海市,20150624 00:14,/ws/mapapi/geo/reversecode/,,149
61.148.242.249,中国,北京市,北京市,20150624 00:15,/ws/transfer/traffic/radar/,,1
139.214.252.20,中国,吉林省,吉林市,20150624 00:15,/ws/mapapi/poidetail/mps/,,1
182.144.201.178,中国,四川省,成都市,20150624 00:15,/ws/transfer/traffic/radar/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:15,/ws/transfer/traffic/radar/,,1
211.138.116.35,中国,浙江省,杭州市,20150624 00:15,/ws/transfer/traffic/radar/,,2
36.106.34.54,中国,天津市,天津市,20150624 00:15,/ws/transfer/aps/locate/,,3
101.90.126.86,中国,上海市,上海市,20150624 00:15,/ws/transfer/traffic/radar/,,2
14.30.27.132,中国,广东省,广州市,20150624 00:15,/ws/transfer/aps/locate/,,60
182.144.201.178,中国,四川省,成都市,20150624 00:15,/ws/mapapi/geo/reversecode/,,20
101.90.126.86,中国,上海市,上海市,20150624 00:15,/ws/transfer/navigation/auto/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:15,/ws/mapapi/geo/reversecode/,,20
101.90.126.86,中国,上海市,上海市,20150624 00:15,/ws/mapapi/geo/reversecode/,,125
211.138.116.35,中国,浙江省,杭州市,20150624 00:16,/ws/transfer/traffic/radar/,,2
101.90.252.164,中国,上海市,上海市,20150624 00:16,/ws/mapapi/geo/reversecode/,,14
112.97.30.159,中国,广东省,深圳市,20150624 00:16,/ws/transfer/traffic/radar/,,1
182.144.201.178,中国,四川省,成都市,20150624 00:16,/ws/transfer/traffic/radar/,,1
113.126.218.245,中国,山东省,济南市,20150624 00:16,/ws/transfer/traffic/radar/,,1
36.106.34.54,中国,天津市,天津市,20150624 00:16,/ws/transfer/aps/locate/,,3
101.90.126.86,中国,上海市,上海市,20150624 00:16,/ws/transfer/traffic/radar/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:16,/ws/mapapi/geo/reversecode/,,25
113.126.218.245,中国,山东省,济南市,20150624 00:16,/ws/transfer/aps/locate/,,16
112.97.30.159,中国,广东省,深圳市,20150624 00:16,/ws/transfer/aps/locate/,,1
14.30.27.132,中国,广东省,广州市,20150624 00:16,/ws/transfer/aps/locate/,,59
182.144.201.178,中国,四川省,成都市,20150624 00:16,/ws/transfer/aps/locate/,,1
182.144.201.178,中国,四川省,成都市,20150624 00:16,/ws/mapapi/geo/reversecode/,,26
101.90.126.86,中国,上海市,上海市,20150624 00:16,/ws/mapapi/geo/reversecode/,,100
101.90.252.164,中国,上海市,上海市,20150624 00:16,/ws/transfer/aps/locate/,,1
112.97.30.159,中国,广东省,深圳市,20150624 00:17,/ws/transfer/traffic/radar/,,2
211.138.116.35,中国,浙江省,杭州市,20150624 00:17,/ws/transfer/traffic/radar/,,2
113.126.218.245,中国,山东省,济南市,20150624 00:17,/ws/transfer/traffic/radar/,,1
101.90.252.164,中国,上海市,上海市,20150624 00:17,/ws/mapapi/geo/reversecode/,,38
182.144.201.178,中国,四川省,成都市,20150624 00:17,/ws/mapapi/geo/reversecode/,,20
36.106.34.54,中国,天津市,天津市,20150624 00:17,/ws/transfer/aps/locate/,,2
182.144.201.178,中国,四川省,成都市,20150624 00:17,/ws/transfer/traffic/radar/,,1
